series	case	reference_a_ns	test_ns	reference_b_ns	reference_midpoint_ns	delta_ns	change_percent	reference_drift_percent	max_group_cv_percent	max_pooled_cv_percent	drop_first_change_percent
socketpair-prototype	unconfined	416.07312757703994	359.44763624403214	408.71874186197914	412.39593471950957	-52.94829847547743	-12.839190209644071	1.7833312833364554	0.11361386218085505	0.17408351003011455	-12.838613426766909
two-process-prototype	unconfined	455.536627875434	412.05225558810764	455.591990492079	455.5643091837565	-43.512053595648865	-9.551242869225263	0.012152535993033479	1.8009646525192033	1.041374777273003	-9.643322193372084
two-process-prototype	sender-confined	569.7493303087023	561.7859656439887	570.0539340549045	569.9016321818034	-8.115666537814718	-1.424046902049536	0.05344847759710849	0.10248932585226092	0.3120512531211891	-1.4226822154787988
two-process-prototype	receiver-confined	576.513562350803	562.8074534098307	579.9740230984158	578.2437927246094	-15.436339314778706	-2.6695209717763957	0.5984432156733758	0.07516383565425709	0.4883075838028266	-2.6687808953680947
two-process-prototype	both-confined	740.809774102105	750.6203918457031	741.9594658745659	741.3846199883355	9.235771857367581	1.2457463519425227	0.15507359357939712	0.5147054208764862	0.36576130294220816	1.2554912615638347
regression-retest	controlled-delta	342.4222262912326	390.52967054578994	345.0434363471137	343.73283131917316	46.79683922661678	13.61430592679218	0.7654906295865516	0.14183584405347208	0.2639707301312466	13.62109567607992
regression-retest	whole-release	342.4222262912326	413.67730000813805	345.0434363471137	343.73283131917316	69.94446868896489	20.34849811131889	0.7654906295865516	0.14183584405347208	0.2639707301312466	20.353423011733195
