series	point	case	invocation	phase	round	messages	elapsed_ns	semantic_pass
two-process-prototype	b	unconfined	1	measured	10	65536	26968168	1
two-process-prototype	b	unconfined	1	measured	11	65536	26979119	1
two-process-prototype	b	unconfined	1	measured	12	65536	26950500	1
two-process-prototype	b	unconfined	1	measured	13	65536	26962092	1
two-process-prototype	b	unconfined	1	measured	14	65536	26965563	1
two-process-prototype	b	unconfined	1	measured	15	65536	26967312	1
two-process-prototype	b	unconfined	1	measured	16	65536	26960261	1
two-process-prototype	b	unconfined	1	measured	17	65536	26964190	1
two-process-prototype	b	sender-confined	1	warmup	0	65536	36843426	1
two-process-prototype	b	sender-confined	1	warmup	1	65536	36794012	1
two-process-prototype	b	sender-confined	1	warmup	2	65536	36792250	1
two-process-prototype	b	sender-confined	1	measured	3	65536	36768954	1
two-process-prototype	b	sender-confined	1	measured	4	65536	36795491	1
two-process-prototype	b	sender-confined	1	measured	5	65536	36767227	1
two-process-prototype	b	sender-confined	1	measured	6	65536	36800259	1
two-process-prototype	b	sender-confined	1	measured	7	65536	36809226	1
two-process-prototype	b	sender-confined	1	measured	8	65536	36804154	1
two-process-prototype	b	sender-confined	1	measured	9	65536	36779422	1
two-process-prototype	b	sender-confined	1	measured	10	65536	36781783	1
two-process-prototype	b	sender-confined	1	measured	11	65536	36790758	1
two-process-prototype	b	sender-confined	1	measured	12	65536	36789153	1
two-process-prototype	b	sender-confined	1	measured	13	65536	36810411	1
two-process-prototype	b	sender-confined	1	measured	14	65536	36816243	1
two-process-prototype	b	sender-confined	1	measured	15	65536	36798318	1
two-process-prototype	b	sender-confined	1	measured	16	65536	36810569	1
two-process-prototype	b	sender-confined	1	measured	17	65536	36820262	1
two-process-prototype	b	receiver-confined	1	warmup	0	65536	37100348	1
two-process-prototype	b	receiver-confined	1	warmup	1	65536	37103718	1
two-process-prototype	b	receiver-confined	1	warmup	2	65536	37093467	1
two-process-prototype	b	receiver-confined	1	measured	3	65536	37082306	1
two-process-prototype	b	receiver-confined	1	measured	4	65536	37081036	1
two-process-prototype	b	receiver-confined	1	measured	5	65536	37057135	1
two-process-prototype	b	receiver-confined	1	measured	6	65536	37100447	1
two-process-prototype	b	receiver-confined	1	measured	7	65536	37100466	1
two-process-prototype	b	receiver-confined	1	measured	8	65536	37079411	1
two-process-prototype	b	receiver-confined	1	measured	9	65536	37055536	1
two-process-prototype	b	receiver-confined	1	measured	10	65536	37058616	1
two-process-prototype	b	receiver-confined	1	measured	11	65536	37058355	1
two-process-prototype	b	receiver-confined	1	measured	12	65536	37073424	1
two-process-prototype	b	receiver-confined	1	measured	13	65536	37057590	1
two-process-prototype	b	receiver-confined	1	measured	14	65536	37065088	1
two-process-prototype	b	receiver-confined	1	measured	15	65536	37054095	1
two-process-prototype	b	receiver-confined	1	measured	16	65536	37083298	1
two-process-prototype	b	receiver-confined	1	measured	17	65536	37074997	1
two-process-prototype	b	both-confined	1	warmup	0	65536	49186865	1
two-process-prototype	b	both-confined	1	warmup	1	65536	49176031	1
two-process-prototype	b	both-confined	1	warmup	2	65536	49164407	1
two-process-prototype	b	both-confined	1	measured	3	65536	49148410	1
two-process-prototype	b	both-confined	1	measured	4	65536	49207074	1
two-process-prototype	b	both-confined	1	measured	5	65536	49156013	1
two-process-prototype	b	both-confined	1	measured	6	65536	49170566	1
two-process-prototype	b	both-confined	1	measured	7	65536	49181688	1
two-process-prototype	b	both-confined	1	measured	8	65536	49154191	1
two-process-prototype	b	both-confined	1	measured	9	65536	49159345	1
two-process-prototype	b	both-confined	1	measured	10	65536	49185642	1
two-process-prototype	b	both-confined	1	measured	11	65536	49188087	1
two-process-prototype	b	both-confined	1	measured	12	65536	49160466	1
two-process-prototype	b	both-confined	1	measured	13	65536	49169856	1
two-process-prototype	b	both-confined	1	measured	14	65536	49200774	1
two-process-prototype	b	both-confined	1	measured	15	65536	49219963	1
two-process-prototype	b	both-confined	1	measured	16	65536	49221409	1
two-process-prototype	b	both-confined	1	measured	17	65536	49152042	1
two-process-prototype	b	unconfined	2	warmup	0	65536	27109199	1
two-process-prototype	b	unconfined	2	warmup	1	65536	27091931	1
two-process-prototype	b	unconfined	2	warmup	2	65536	27080393	1
two-process-prototype	b	unconfined	2	measured	3	65536	27086290	1
two-process-prototype	b	unconfined	2	measured	4	65536	27089377	1
two-process-prototype	b	unconfined	2	measured	5	65536	27096727	1
two-process-prototype	b	unconfined	2	measured	6	65536	27084444	1
two-process-prototype	b	unconfined	2	measured	7	65536	27095833	1
two-process-prototype	b	unconfined	2	measured	8	65536	27099531	1
two-process-prototype	b	unconfined	2	measured	9	65536	27089081	1
two-process-prototype	b	unconfined	2	measured	10	65536	27088710	1
two-process-prototype	b	unconfined	2	measured	11	65536	27095088	1
two-process-prototype	b	unconfined	2	measured	12	65536	27107258	1
two-process-prototype	b	unconfined	2	measured	13	65536	27097432	1
two-process-prototype	b	unconfined	2	measured	14	65536	27092845	1
two-process-prototype	b	unconfined	2	measured	15	65536	27101863	1
two-process-prototype	b	unconfined	2	measured	16	65536	27086819	1
two-process-prototype	b	unconfined	2	measured	17	65536	27085392	1
two-process-prototype	b	sender-confined	2	warmup	0	65536	36727178	1
two-process-prototype	b	sender-confined	2	warmup	1	65536	36695623	1
two-process-prototype	b	sender-confined	2	warmup	2	65536	36692891	1
two-process-prototype	b	sender-confined	2	measured	3	65536	36720323	1
two-process-prototype	b	sender-confined	2	measured	4	65536	36710415	1
two-process-prototype	b	sender-confined	2	measured	5	65536	36664546	1
two-process-prototype	b	sender-confined	2	measured	6	65536	36674034	1
two-process-prototype	b	sender-confined	2	measured	7	65536	36717781	1
two-process-prototype	b	sender-confined	2	measured	8	65536	36772588	1
two-process-prototype	b	sender-confined	2	measured	9	65536	36737752	1
two-process-prototype	b	sender-confined	2	measured	10	65536	36685454	1
two-process-prototype	b	sender-confined	2	measured	11	65536	36697918	1
two-process-prototype	b	sender-confined	2	measured	12	65536	36679573	1
two-process-prototype	b	sender-confined	2	measured	13	65536	36677790	1
two-process-prototype	b	sender-confined	2	measured	14	65536	36670241	1
two-process-prototype	b	sender-confined	2	measured	15	65536	36667755	1
two-process-prototype	b	sender-confined	2	measured	16	65536	36686776	1
two-process-prototype	b	sender-confined	2	measured	17	65536	36654425	1
two-process-prototype	b	receiver-confined	2	warmup	0	65536	36763077	1
two-process-prototype	b	receiver-confined	2	warmup	1	65536	36744247	1
two-process-prototype	b	receiver-confined	2	warmup	2	65536	36853462	1
two-process-prototype	b	receiver-confined	2	measured	3	65536	36751721	1
two-process-prototype	b	receiver-confined	2	measured	4	65536	36759567	1
two-process-prototype	b	receiver-confined	2	measured	5	65536	36746161	1
two-process-prototype	b	receiver-confined	2	measured	6	65536	36746189	1
two-process-prototype	b	receiver-confined	2	measured	7	65536	36750738	1
two-process-prototype	b	receiver-confined	2	measured	8	65536	36742979	1
two-process-prototype	b	receiver-confined	2	measured	9	65536	36744005	1
two-process-prototype	b	receiver-confined	2	measured	10	65536	36748008	1
two-process-prototype	b	receiver-confined	2	measured	11	65536	36753940	1
two-process-prototype	b	receiver-confined	2	measured	12	65536	36738560	1
two-process-prototype	b	receiver-confined	2	measured	13	65536	36758481	1
two-process-prototype	b	receiver-confined	2	measured	14	65536	36754962	1
two-process-prototype	b	receiver-confined	2	measured	15	65536	36766813	1
two-process-prototype	b	receiver-confined	2	measured	16	65536	36770024	1
two-process-prototype	b	receiver-confined	2	measured	17	65536	36774605	1
two-process-prototype	b	both-confined	2	warmup	0	65536	49324423	1
two-process-prototype	b	both-confined	2	warmup	1	65536	49313193	1
two-process-prototype	b	both-confined	2	warmup	2	65536	49320335	1
two-process-prototype	b	both-confined	2	measured	3	65536	49342639	1
two-process-prototype	b	both-confined	2	measured	4	65536	49338609	1
two-process-prototype	b	both-confined	2	measured	5	65536	49325555	1
two-process-prototype	b	both-confined	2	measured	6	65536	49341666	1
two-process-prototype	b	both-confined	2	measured	7	65536	49336505	1
two-process-prototype	b	both-confined	2	measured	8	65536	49360051	1
two-process-prototype	b	both-confined	2	measured	9	65536	49335188	1
two-process-prototype	b	both-confined	2	measured	10	65536	49347040	1
two-process-prototype	b	both-confined	2	measured	11	65536	49325432	1
two-process-prototype	b	both-confined	2	measured	12	65536	49333354	1
two-process-prototype	b	both-confined	2	measured	13	65536	49324185	1
two-process-prototype	b	both-confined	2	measured	14	65536	49316194	1
two-process-prototype	b	both-confined	2	measured	15	65536	49317997	1
two-process-prototype	b	both-confined	2	measured	16	65536	49311324	1
two-process-prototype	b	both-confined	2	measured	17	65536	49307378	1
two-process-prototype	a2	unconfined	0	warmup	0	65536	31573130	1
two-process-prototype	a2	unconfined	0	warmup	1	65536	31556820	1
two-process-prototype	a2	unconfined	0	warmup	2	65536	31510550	1
two-process-prototype	a2	unconfined	0	measured	3	65536	31491666	1
two-process-prototype	a2	unconfined	0	measured	4	65536	30091566	1
two-process-prototype	a2	unconfined	0	measured	5	65536	29943564	1
two-process-prototype	a2	unconfined	0	measured	6	65536	29964173	1
two-process-prototype	a2	unconfined	0	measured	7	65536	29965564	1
two-process-prototype	a2	unconfined	0	measured	8	65536	29957117	1
two-process-prototype	a2	unconfined	0	measured	9	65536	29955775	1
two-process-prototype	a2	unconfined	0	measured	10	65536	29934004	1
two-process-prototype	a2	unconfined	0	measured	11	65536	29944728	1
two-process-prototype	a2	unconfined	0	measured	12	65536	29944007	1
two-process-prototype	a2	unconfined	0	measured	13	65536	29955826	1
two-process-prototype	a2	unconfined	0	measured	14	65536	29937560	1
two-process-prototype	a2	unconfined	0	measured	15	65536	29954938	1
two-process-prototype	a2	unconfined	0	measured	16	65536	29942231	1
two-process-prototype	a2	unconfined	0	measured	17	65536	29929191	1
two-process-prototype	a2	sender-confined	0	warmup	0	65536	37415650	1
two-process-prototype	a2	sender-confined	0	warmup	1	65536	37422729	1
two-process-prototype	a2	sender-confined	0	warmup	2	65536	37389320	1
two-process-prototype	a2	sender-confined	0	measured	3	65536	37376521	1
two-process-prototype	a2	sender-confined	0	measured	4	65536	37356973	1
two-process-prototype	a2	sender-confined	0	measured	5	65536	37374171	1
two-process-prototype	a2	sender-confined	0	measured	6	65536	37370750	1
two-process-prototype	a2	sender-confined	0	measured	7	65536	37393165	1
two-process-prototype	a2	sender-confined	0	measured	8	65536	37439772	1
two-process-prototype	a2	sender-confined	0	measured	9	65536	37369688	1
two-process-prototype	a2	sender-confined	0	measured	10	65536	37386393	1
two-process-prototype	a2	sender-confined	0	measured	11	65536	37390971	1
two-process-prototype	a2	sender-confined	0	measured	12	65536	37367970	1
two-process-prototype	a2	sender-confined	0	measured	13	65536	37390991	1
two-process-prototype	a2	sender-confined	0	measured	14	65536	37417235	1
two-process-prototype	a2	sender-confined	0	measured	15	65536	37395963	1
two-process-prototype	a2	sender-confined	0	measured	16	65536	37420347	1
two-process-prototype	a2	sender-confined	0	measured	17	65536	37415370	1
two-process-prototype	a2	receiver-confined	0	warmup	0	65536	38023333	1
two-process-prototype	a2	receiver-confined	0	warmup	1	65536	38116075	1
two-process-prototype	a2	receiver-confined	0	warmup	2	65536	38049035	1
two-process-prototype	a2	receiver-confined	0	measured	3	65536	38048886	1
two-process-prototype	a2	receiver-confined	0	measured	4	65536	38041774	1
two-process-prototype	a2	receiver-confined	0	measured	5	65536	38029535	1
two-process-prototype	a2	receiver-confined	0	measured	6	65536	38025133	1
two-process-prototype	a2	receiver-confined	0	measured	7	65536	38043379	1
two-process-prototype	a2	receiver-confined	0	measured	8	65536	38042374	1
two-process-prototype	a2	receiver-confined	0	measured	9	65536	38008406	1
two-process-prototype	a2	receiver-confined	0	measured	10	65536	38044070	1
two-process-prototype	a2	receiver-confined	0	measured	11	65536	38022757	1
two-process-prototype	a2	receiver-confined	0	measured	12	65536	38006081	1
two-process-prototype	a2	receiver-confined	0	measured	13	65536	38018941	1
two-process-prototype	a2	receiver-confined	0	measured	14	65536	38007729	1
two-process-prototype	a2	receiver-confined	0	measured	15	65536	38045497	1
two-process-prototype	a2	receiver-confined	0	measured	16	65536	38016021	1
two-process-prototype	a2	receiver-confined	0	measured	17	65536	38013938	1
two-process-prototype	a2	both-confined	0	warmup	0	65536	48692832	1
two-process-prototype	a2	both-confined	0	warmup	1	65536	48652939	1
two-process-prototype	a2	both-confined	0	warmup	2	65536	48654563	1
two-process-prototype	a2	both-confined	0	measured	3	65536	48650531	1
two-process-prototype	a2	both-confined	0	measured	4	65536	48661463	1
two-process-prototype	a2	both-confined	0	measured	5	65536	48664352	1
two-process-prototype	a2	both-confined	0	measured	6	65536	48653575	1
two-process-prototype	a2	both-confined	0	measured	7	65536	48664626	1
two-process-prototype	a2	both-confined	0	measured	8	65536	48663181	1
two-process-prototype	a2	both-confined	0	measured	9	65536	48674585	1
two-process-prototype	a2	both-confined	0	measured	10	65536	48675835	1
two-process-prototype	a2	both-confined	0	measured	11	65536	48655506	1
two-process-prototype	a2	both-confined	0	measured	12	65536	48668657	1
two-process-prototype	a2	both-confined	0	measured	13	65536	48657733	1
two-process-prototype	a2	both-confined	0	measured	14	65536	48655899	1
two-process-prototype	a2	both-confined	0	measured	15	65536	48658933	1
two-process-prototype	a2	both-confined	0	measured	16	65536	48676048	1
two-process-prototype	a2	both-confined	0	measured	17	65536	48644907	1
two-process-prototype	a2	unconfined	1	warmup	0	65536	29923211	1
two-process-prototype	a2	unconfined	1	warmup	1	65536	29985679	1
two-process-prototype	a2	unconfined	1	warmup	2	65536	29902942	1
two-process-prototype	a2	unconfined	1	measured	3	65536	29890701	1
two-process-prototype	a2	unconfined	1	measured	4	65536	29907870	1
two-process-prototype	a2	unconfined	1	measured	5	65536	29893139	1
two-process-prototype	a2	unconfined	1	measured	6	65536	29906428	1
two-process-prototype	a2	unconfined	1	measured	7	65536	29899925	1
two-process-prototype	a2	unconfined	1	measured	8	65536	29918585	1
two-process-prototype	a2	unconfined	1	measured	9	65536	29927025	1
two-process-prototype	a2	unconfined	1	measured	10	65536	29914069	1
two-process-prototype	a2	unconfined	1	measured	11	65536	29912096	1
two-process-prototype	a2	unconfined	1	measured	12	65536	29929441	1
two-process-prototype	a2	unconfined	1	measured	13	65536	29910361	1
two-process-prototype	a2	unconfined	1	measured	14	65536	29917758	1
two-process-prototype	a2	unconfined	1	measured	15	65536	29923102	1
two-process-prototype	a2	unconfined	1	measured	16	65536	29899030	1
two-process-prototype	a2	unconfined	1	measured	17	65536	29922959	1
two-process-prototype	a2	sender-confined	1	warmup	0	65536	37345005	1
two-process-prototype	a2	sender-confined	1	warmup	1	65536	37301790	1
two-process-prototype	a2	sender-confined	1	warmup	2	65536	37302787	1
two-process-prototype	a2	sender-confined	1	measured	3	65536	37311664	1
two-process-prototype	a2	sender-confined	1	measured	4	65536	37330272	1
two-process-prototype	a2	sender-confined	1	measured	5	65536	37313343	1
two-process-prototype	a2	sender-confined	1	measured	6	65536	37336402	1
two-process-prototype	a2	sender-confined	1	measured	7	65536	37328273	1
two-process-prototype	a2	sender-confined	1	measured	8	65536	37315897	1
two-process-prototype	a2	sender-confined	1	measured	9	65536	37322301	1
two-process-prototype	a2	sender-confined	1	measured	10	65536	37368138	1
two-process-prototype	a2	sender-confined	1	measured	11	65536	37319057	1
two-process-prototype	a2	sender-confined	1	measured	12	65536	37314052	1
two-process-prototype	a2	sender-confined	1	measured	13	65536	37291463	1
two-process-prototype	a2	sender-confined	1	measured	14	65536	37283945	1
two-process-prototype	a2	sender-confined	1	measured	15	65536	37326330	1
two-process-prototype	a2	sender-confined	1	measured	16	65536	37314898	1
two-process-prototype	a2	sender-confined	1	measured	17	65536	37312826	1
two-process-prototype	a2	receiver-confined	1	warmup	0	65536	38002100	1
two-process-prototype	a2	receiver-confined	1	warmup	1	65536	37986347	1
two-process-prototype	a2	receiver-confined	1	warmup	2	65536	38022743	1
two-process-prototype	a2	receiver-confined	1	measured	3	65536	38006658	1
two-process-prototype	a2	receiver-confined	1	measured	4	65536	37988025	1
two-process-prototype	a2	receiver-confined	1	measured	5	65536	38077029	1
two-process-prototype	a2	receiver-confined	1	measured	6	65536	37992543	1
two-process-prototype	a2	receiver-confined	1	measured	7	65536	37977246	1
two-process-prototype	a2	receiver-confined	1	measured	8	65536	37966962	1
two-process-prototype	a2	receiver-confined	1	measured	9	65536	37977425	1
two-process-prototype	a2	receiver-confined	1	measured	10	65536	37970566	1
two-process-prototype	a2	receiver-confined	1	measured	11	65536	37980419	1
two-process-prototype	a2	receiver-confined	1	measured	12	65536	38016207	1
two-process-prototype	a2	receiver-confined	1	measured	13	65536	38022439	1
two-process-prototype	a2	receiver-confined	1	measured	14	65536	38012090	1
two-process-prototype	a2	receiver-confined	1	measured	15	65536	38026024	1
two-process-prototype	a2	receiver-confined	1	measured	16	65536	38009758	1
two-process-prototype	a2	receiver-confined	1	measured	17	65536	38017426	1
two-process-prototype	a2	both-confined	1	warmup	0	65536	48737984	1
two-process-prototype	a2	both-confined	1	warmup	1	65536	48744029	1
two-process-prototype	a2	both-confined	1	warmup	2	65536	48715446	1
two-process-prototype	a2	both-confined	1	measured	3	65536	48728206	1
two-process-prototype	a2	both-confined	1	measured	4	65536	48731956	1
two-process-prototype	a2	both-confined	1	measured	5	65536	48742902	1
two-process-prototype	a2	both-confined	1	measured	6	65536	48742158	1
two-process-prototype	a2	both-confined	1	measured	7	65536	48746017	1
two-process-prototype	a2	both-confined	1	measured	8	65536	48726316	1
two-process-prototype	a2	both-confined	1	measured	9	65536	48721159	1
two-process-prototype	a2	both-confined	1	measured	10	65536	48710296	1
two-process-prototype	a2	both-confined	1	measured	11	65536	48713106	1
two-process-prototype	a2	both-confined	1	measured	12	65536	48737920	1
two-process-prototype	a2	both-confined	1	measured	13	65536	48713199	1
two-process-prototype	a2	both-confined	1	measured	14	65536	48722218	1
two-process-prototype	a2	both-confined	1	measured	15	65536	48714092	1
two-process-prototype	a2	both-confined	1	measured	16	65536	48737661	1
two-process-prototype	a2	both-confined	1	measured	17	65536	48727776	1
two-process-prototype	a2	unconfined	2	warmup	0	65536	29600145	1
two-process-prototype	a2	unconfined	2	warmup	1	65536	29616936	1
two-process-prototype	a2	unconfined	2	warmup	2	65536	29614715	1
two-process-prototype	a2	unconfined	2	measured	3	65536	29621527	1
two-process-prototype	a2	unconfined	2	measured	4	65536	29616173	1
two-process-prototype	a2	unconfined	2	measured	5	65536	29601722	1
two-process-prototype	a2	unconfined	2	measured	6	65536	29589996	1
two-process-prototype	a2	unconfined	2	measured	7	65536	29604367	1
two-process-prototype	a2	unconfined	2	measured	8	65536	29607162	1
two-process-prototype	a2	unconfined	2	measured	9	65536	29588919	1
two-process-prototype	a2	unconfined	2	measured	10	65536	29571327	1
two-process-prototype	a2	unconfined	2	measured	11	65536	29584445	1
two-process-prototype	a2	unconfined	2	measured	12	65536	29598461	1
two-process-prototype	a2	unconfined	2	measured	13	65536	29598236	1
two-process-prototype	a2	unconfined	2	measured	14	65536	29605736	1
two-process-prototype	a2	unconfined	2	measured	15	65536	29584725	1
two-process-prototype	a2	unconfined	2	measured	16	65536	29633040	1
two-process-prototype	a2	unconfined	2	measured	17	65536	29605216	1
two-process-prototype	a2	sender-confined	2	warmup	0	65536	37369368	1
two-process-prototype	a2	sender-confined	2	warmup	1	65536	37337866	1
two-process-prototype	a2	sender-confined	2	warmup	2	65536	37394173	1
two-process-prototype	a2	sender-confined	2	measured	3	65536	37402428	1
two-process-prototype	a2	sender-confined	2	measured	4	65536	37381953	1
two-process-prototype	a2	sender-confined	2	measured	5	65536	37390482	1
two-process-prototype	a2	sender-confined	2	measured	6	65536	37407765	1
two-process-prototype	a2	sender-confined	2	measured	7	65536	37366138	1
two-process-prototype	a2	sender-confined	2	measured	8	65536	37357698	1
two-process-prototype	a2	sender-confined	2	measured	9	65536	37368699	1
two-process-prototype	a2	sender-confined	2	measured	10	65536	37398894	1
two-process-prototype	a2	sender-confined	2	measured	11	65536	37364018	1
two-process-prototype	a2	sender-confined	2	measured	12	65536	37313784	1
two-process-prototype	a2	sender-confined	2	measured	13	65536	37347435	1
two-process-prototype	a2	sender-confined	2	measured	14	65536	37342012	1
two-process-prototype	a2	sender-confined	2	measured	15	65536	37349081	1
two-process-prototype	a2	sender-confined	2	measured	16	65536	37334984	1
two-process-prototype	a2	sender-confined	2	measured	17	65536	37376946	1
two-process-prototype	a2	receiver-confined	2	warmup	0	65536	37997492	1
two-process-prototype	a2	receiver-confined	2	warmup	1	65536	38018684	1
two-process-prototype	a2	receiver-confined	2	warmup	2	65536	37971864	1
two-process-prototype	a2	receiver-confined	2	measured	3	65536	37983363	1
two-process-prototype	a2	receiver-confined	2	measured	4	65536	38002205	1
two-process-prototype	a2	receiver-confined	2	measured	5	65536	37984339	1
two-process-prototype	a2	receiver-confined	2	measured	6	65536	37985769	1
two-process-prototype	a2	receiver-confined	2	measured	7	65536	37981090	1
two-process-prototype	a2	receiver-confined	2	measured	8	65536	37974688	1
two-process-prototype	a2	receiver-confined	2	measured	9	65536	37989127	1
two-process-prototype	a2	receiver-confined	2	measured	10	65536	37986922	1
two-process-prototype	a2	receiver-confined	2	measured	11	65536	38003494	1
two-process-prototype	a2	receiver-confined	2	measured	12	65536	37996954	1
two-process-prototype	a2	receiver-confined	2	measured	13	65536	38016494	1
two-process-prototype	a2	receiver-confined	2	measured	14	65536	37991126	1
two-process-prototype	a2	receiver-confined	2	measured	15	65536	38012338	1
two-process-prototype	a2	receiver-confined	2	measured	16	65536	38011725	1
two-process-prototype	a2	receiver-confined	2	measured	17	65536	38038019	1
two-process-prototype	a2	both-confined	2	warmup	0	65536	48474752	1
two-process-prototype	a2	both-confined	2	warmup	1	65536	48498074	1
two-process-prototype	a2	both-confined	2	warmup	2	65536	48498420	1
two-process-prototype	a2	both-confined	2	measured	3	65536	48534668	1
two-process-prototype	a2	both-confined	2	measured	4	65536	48483593	1
two-process-prototype	a2	both-confined	2	measured	5	65536	48491574	1
two-process-prototype	a2	both-confined	2	measured	6	65536	48478767	1
two-process-prototype	a2	both-confined	2	measured	7	65536	48483106	1
two-process-prototype	a2	both-confined	2	measured	8	65536	48483050	1
two-process-prototype	a2	both-confined	2	measured	9	65536	48462496	1
two-process-prototype	a2	both-confined	2	measured	10	65536	48462471	1
two-process-prototype	a2	both-confined	2	measured	11	65536	48481340	1
two-process-prototype	a2	both-confined	2	measured	12	65536	48468866	1
two-process-prototype	a2	both-confined	2	measured	13	65536	48482152	1
two-process-prototype	a2	both-confined	2	measured	14	65536	48511313	1
two-process-prototype	a2	both-confined	2	measured	15	65536	48494043	1
two-process-prototype	a2	both-confined	2	measured	16	65536	48480659	1
two-process-prototype	a2	both-confined	2	measured	17	65536	48488589	1
regression-retest	aa-parent-a	unconfined	0	measured	0	65536	22396114	1
regression-retest	aa-parent-a	unconfined	0	measured	1	65536	22477836	1
regression-retest	aa-parent-a	unconfined	0	measured	2	65536	22378070	1
regression-retest	aa-parent-a	unconfined	0	measured	3	65536	22364902	1
regression-retest	aa-parent-a	unconfined	0	measured	4	65536	22369214	1
regression-retest	aa-parent-a	unconfined	0	measured	5	65536	22362044	1
regression-retest	aa-parent-a	unconfined	0	measured	6	65536	22364759	1
regression-retest	aa-parent-a	unconfined	0	measured	7	65536	22399112	1
regression-retest	aa-parent-a	unconfined	0	measured	8	65536	22398016	1
regression-retest	aa-parent-a	unconfined	0	measured	9	65536	22366636	1
regression-retest	aa-parent-a	unconfined	0	measured	10	65536	22387043	1
regression-retest	aa-parent-a	unconfined	0	measured	11	65536	22356880	1
regression-retest	aa-parent-a	unconfined	0	measured	12	65536	22358031	1
regression-retest	aa-parent-a	unconfined	0	measured	13	65536	22351587	1
regression-retest	aa-parent-a	unconfined	0	measured	14	65536	22354628	1
regression-retest	aa-parent-a	unconfined	1	measured	0	65536	22428593	1
regression-retest	aa-parent-a	unconfined	1	measured	1	65536	22436407	1
regression-retest	aa-parent-a	unconfined	1	measured	2	65536	22416616	1
regression-retest	aa-parent-a	unconfined	1	measured	3	65536	22428865	1
regression-retest	aa-parent-a	unconfined	1	measured	4	65536	22428623	1
regression-retest	aa-parent-a	unconfined	1	measured	5	65536	22445080	1
regression-retest	aa-parent-a	unconfined	1	measured	6	65536	22443790	1
regression-retest	aa-parent-a	unconfined	1	measured	7	65536	22438241	1
regression-retest	aa-parent-a	unconfined	1	measured	8	65536	22425359	1
regression-retest	aa-parent-a	unconfined	1	measured	9	65536	22422904	1
regression-retest	aa-parent-a	unconfined	1	measured	10	65536	22424448	1
regression-retest	aa-parent-a	unconfined	1	measured	11	65536	22423568	1
regression-retest	aa-parent-a	unconfined	1	measured	12	65536	22448140	1
regression-retest	aa-parent-a	unconfined	1	measured	13	65536	22443052	1
regression-retest	aa-parent-a	unconfined	1	measured	14	65536	22439613	1
regression-retest	aa-parent-a	unconfined	2	measured	0	65536	22507732	1
regression-retest	aa-parent-a	unconfined	2	measured	1	65536	22500939	1
regression-retest	aa-parent-a	unconfined	2	measured	2	65536	22524849	1
regression-retest	aa-parent-a	unconfined	2	measured	3	65536	22528077	1
regression-retest	aa-parent-a	unconfined	2	measured	4	65536	22491440	1
regression-retest	aa-parent-a	unconfined	2	measured	5	65536	22505849	1
regression-retest	aa-parent-a	unconfined	2	measured	6	65536	22512357	1
regression-retest	aa-parent-a	unconfined	2	measured	7	65536	22504005	1
regression-retest	aa-parent-a	unconfined	2	measured	8	65536	22482235	1
regression-retest	aa-parent-a	unconfined	2	measured	9	65536	22494697	1
regression-retest	aa-parent-a	unconfined	2	measured	10	65536	22575365	1
regression-retest	aa-parent-a	unconfined	2	measured	11	65536	22500479	1
regression-retest	aa-parent-a	unconfined	2	measured	12	65536	22510102	1
regression-retest	aa-parent-a	unconfined	2	measured	13	65536	22524934	1
regression-retest	aa-parent-a	unconfined	2	measured	14	65536	22503005	1
regression-retest	aa-child	unconfined	0	measured	0	65536	25621755	1
regression-retest	aa-child	unconfined	0	measured	1	65536	25622647	1
regression-retest	aa-child	unconfined	0	measured	2	65536	25618281	1
regression-retest	aa-child	unconfined	0	measured	3	65536	25632920	1
regression-retest	aa-child	unconfined	0	measured	4	65536	25623104	1
regression-retest	aa-child	unconfined	0	measured	5	65536	25618725	1
regression-retest	aa-child	unconfined	0	measured	6	65536	25625946	1
regression-retest	aa-child	unconfined	0	measured	7	65536	25614192	1
regression-retest	aa-child	unconfined	0	measured	8	65536	25704839	1
regression-retest	aa-child	unconfined	0	measured	9	65536	25593554	1
regression-retest	aa-child	unconfined	0	measured	10	65536	25615425	1
regression-retest	aa-child	unconfined	0	measured	11	65536	25630992	1
regression-retest	aa-child	unconfined	0	measured	12	65536	25599737	1
regression-retest	aa-child	unconfined	0	measured	13	65536	25605572	1
regression-retest	aa-child	unconfined	0	measured	14	65536	25595871	1
regression-retest	aa-child	unconfined	1	measured	0	65536	25598381	1
regression-retest	aa-child	unconfined	1	measured	1	65536	25587967	1
regression-retest	aa-child	unconfined	1	measured	2	65536	25597806	1
regression-retest	aa-child	unconfined	1	measured	3	65536	25608963	1
regression-retest	aa-child	unconfined	1	measured	4	65536	25611575	1
regression-retest	aa-child	unconfined	1	measured	5	65536	25606187	1
regression-retest	aa-child	unconfined	1	measured	6	65536	25608466	1
regression-retest	aa-child	unconfined	1	measured	7	65536	25608790	1
regression-retest	aa-child	unconfined	1	measured	8	65536	25610292	1
regression-retest	aa-child	unconfined	1	measured	9	65536	25603591	1
regression-retest	aa-child	unconfined	1	measured	10	65536	25608443	1
regression-retest	aa-child	unconfined	1	measured	11	65536	25601878	1
regression-retest	aa-child	unconfined	1	measured	12	65536	25680594	1
regression-retest	aa-child	unconfined	1	measured	13	65536	25603211	1
regression-retest	aa-child	unconfined	1	measured	14	65536	25595828	1
regression-retest	aa-child	unconfined	2	measured	0	65536	25562111	1
