role	point_label	kernel	n	mean_iteration_ns_per_page	sd	cv_pct	values	semantic_failures
parent	parent-a	6.16.0-rc5-mprotect-cac-p-45199f715b74	15	38.133333	0.743223	1.949012	37 38 38 38 39 37 39 37 38 39 38 38 39 39 38	0
