role	point_label	kernel	n	mean_iteration_ns_per_page	sd	cv_pct	values	semantic_failures
parent	parent-a	6.16.0-rc5-mprotect-cac-p-45199f715b74	15	38.733333	0.593617	1.532574	37 39 39 39 39 39 39 39 39 39 38 39 39 39 38	0
