role	point_label	kernel	n	mean_iteration_ns_per_page	sd	cv_pct	values	semantic_failures
folioonly	folioonly-a	6.16.0-rc5-mprotect-cac-v-folioonly000	15	46.933333	0.258199	0.550140	46 47 47 47 47 47 47 47 47 47 47 47 47 47 47	0
