case	point	sample	warmups	pace_ms	operations	between_stage_ns	cycle_ns	first4_cycle_ns	first4_mkdir_ns	first4_rmdir_ns	first4_stat_ns	first_cycle_ns	first_mkdir_ns	first_rmdir_ns	first_stat_ns	mkdir_ns	rmdir_ns	stat_ns	tail_cycle_ns	tail_mkdir_ns	tail_rmdir_ns	tail_stat_ns	workload_wall_per_cycle_ns
w0-p50	A2	7	0	50	32	61.03125	80910.6875	77966.5	53110.25	17488.75	7297.5	72785	48825	17851	6041	54858.875	18155.90625	7834.875	81331.28571428571	55108.67857142857	18251.214285714286	7911.642857142857	50353958.59375
w0-p50	A2	8	0	50	32	49.875	78045.625	73839.5	49307.5	17626.25	6857.25	54643	34328	16277	3989	52377	18125.90625	7492.84375	78646.5	52815.5	18197.285714285714	7583.642857142857	50347033.84375
w0-p50	A2	9	0	50	32	62.0625	82162.34375	77937.5	51534	19182.5	7162.75	64198	36381	23615	4144	55372.4375	18635.34375	8092.5	82765.89285714286	55920.78571428572	18557.178571428572	8225.32142857143	50360947.3125
w0-p200	A1	1	0	200	32	49.21875	81344.3125	80437.25	54989	17882.25	7517.75	80098	56134	18013	5903	54873.5625	18288.71875	8132.8125	81473.89285714286	54857.07142857143	18346.785714285714	8220.67857142857	200389354.1875
w0-p200	A1	2	0	200	32	48.5625	82854.9375	82467.5	56969.5	17870.75	7578.25	83113	58390	18094	6581	56922.875	17928.21875	7955.28125	82910.28571428571	56916.21428571428	17936.428571428572	8009.142857142857	200370673.9375
w0-p200	A1	3	0	200	32	48.6875	83547.125	84620.25	58418.75	18084.25	8066.75	82806	58354	18307	6094	57257.25	18005.53125	8235.65625	83393.82142857143	57091.32142857143	17994.285714285714	8259.785714285714	200395671.0625
w0-p200	A1	4	0	200	32	48.25	83576.78125	82060.5	56366.75	17915	7731.75	82513	58432	17720	6314	57042.0625	18468.78125	8017.6875	83793.39285714286	57138.53571428572	18547.89285714286	8058.535714285715	200388441.5625
w0-p200	A1	5	0	200	32	49.09375	83454.71875	81425	55842.25	18024.5	7509	82470	57864	18163	6393	56974.34375	18350.25	8081.03125	83744.67857142857	57136.07142857143	18396.785714285714	8162.75	200388530.28125
w0-p200	A1	6	0	200	32	48.3125	84363.65625	89244.25	60153.5	21648.25	7393.5	96366	71649	18678	5990	57739.09375	18825.25	7751	83666.42857142857	57394.17857142857	18421.964285714286	7802.071428571428	200385062.15625
w0-p200	A1	7	0	200	32	55.375	82538.4375	82075.25	57183.25	17799.75	7036.25	84750	61453	17625	5614	56752.4375	17992.6875	7737.9375	82604.60714285714	56690.892857142855	18020.25	7838.178571428572	200390774.03125
w0-p200	A1	8	0	200	32	48.0625	83029.34375	87772	58925	18172.75	10625.75	94448	57979	17732	18690	56360.59375	18448.21875	8172.46875	82351.82142857143	55994.25	18487.571428571428	7822	200394497.4375
w0-p200	A1	9	0	200	32	47.65625	82945	81446.75	56324.75	17767.75	7305.75	83449	59560	17697	6144	57134.875	17972.03125	7790.4375	83159.03571428571	57250.607142857145	18001.214285714286	7859.678571428572	200385279.3125
w0-p200	B1	1	0	200	32	65.625	80240.34375	79531.25	55839	15900	7620	77927	55767	16449	5662	55611.96875	16545.46875	8017.28125	80341.64285714286	55579.53571428572	16637.678571428572	8074.035714285715	200391982.75
w0-p200	B1	2	0	200	32	55.8125	79998.15625	80643.75	57082.75	15958.75	7552.25	82418	59749	16969	5653	55697.84375	15822.28125	8422.21875	79905.92857142857	55500	15802.785714285714	8546.5	200372249.59375
w0-p200	B1	3	0	200	32	57	82065.4375	82453.25	56103.75	15760.75	10529.5	79661	58040	15774	5789	57627.625	15812.59375	8568.21875	82010.03571428571	57845.32142857143	15820	8288.035714285714	200353500.78125
w0-p200	B1	4	0	200	32	54.46875	81631.875	79672.25	56216.5	15932	7468.75	79283	57211	16161	5855	57877	15707.34375	7993.0625	81911.82142857143	58114.21428571428	15675.25	8067.964285714285	200355671.09375
w0-p200	B1	5	0	200	32	60.5	82782.125	85899.5	57546.25	20726	7567	84000	62407	15563	5973	57813.9375	16622.21875	8285.46875	82336.78571428571	57852.17857142857	16035.964285714286	8388.107142857143	200399327.75
w0-p200	B1	6	0	200	32	65.53125	81352.53125	83063.75	55827.25	19380.25	7789.25	79916	57274	15861	6709	56871.4375	16142.4375	8273.125	81108.07142857143	57020.607142857145	15679.892857142857	8342.25	200388505.5625
w0-p200	B1	7	0	200	32	56.25	80291.28125	79598.25	56037.75	15932	7569.5	79285	57381	16305	5542	56431.65625	15814.65625	7988.71875	80390.28571428571	56487.92857142857	15797.892857142857	8048.607142857143	200390491.03125
w0-p200	B1	8	0	200	32	55.4375	79405.8125	80041.25	56606	15977.75	7404.5	81638	59128	16067	6390	55665.5	15825.8125	7859.0625	79315.03571428571	55531.142857142855	15804.107142857143	7924	200385418.0625
w0-p200	B1	9	0	200	32	55.34375	81263.78125	79679	56016.75	15868.5	7737.75	80059	57336	16210	6465	57353.9375	15783.5	8071	81490.17857142857	57544.96428571428	15771.357142857143	8118.607142857143	200391404.25
w0-p200	B2	1	0	200	32	49.9375	82557	79918.5	56823.25	15685.25	7360	79096	57388	15858	5803	58028.03125	16493.40625	7985.625	82933.92857142857	58200.142857142855	16608.85714285714	8075	200392223.90625
w0-p200	B2	2	0	200	32	52.71875	81948.90625	80865	57793.5	15560.75	7459.25	79964	58006	16032	5878	58356.625	15724.34375	7815.21875	82103.75	58437.07142857143	15747.714285714286	7866.071428571428	200432583.03125
w0-p200	B2	3	0	200	32	50.90625	82172.75	80278.75	56915.25	15801.5	7512.25	79605	57611	16131	5814	58208.90625	15806.40625	8106.53125	82443.32142857143	58393.71428571428	15807.107142857143	8191.428571428572	200325844.78125
w0-p200	B2	4	0	200	32	50.34375	80751.625	82359.5	58632.75	15863	7810	78876	57351	15638	5836	57040.8125	15755.09375	7905.375	80521.92857142857	56813.392857142855	15739.67857142857	7919	200322361.03125
w0-p200	B2	5	0	200	32	51.84375	79710.03125	81785.75	58630.5	15673	7431.75	88103	66478	15552	6024	55916.40625	15712.46875	8029.3125	79413.5	55528.67857142857	15718.107142857143	8114.678571428572	200402873.875
w0-p200	B2	6	0	200	32	49.65625	82468.53125	79805.75	56519.25	15963.25	7272.75	79129	58020	15672	5377	58193.84375	16211.21875	8013.8125	82848.92857142857	58433.07142857143	16246.642857142857	8119.678571428572	200397259.0625
w0-p200	B2	7	0	200	32	55.9375	80441.28125	79494.25	55710	15976.5	7755.25	80120	57901	15748	6422	56274.8125	15787.4375	8323.09375	80576.57142857143	56355.5	15760.42857142857	8404.214285714286	200399108.4375
w0-p200	B2	8	0	200	32	49.90625	81080.71875	81928	59015.25	15624.75	7239.25	77905	56747	15499	5611	57052.375	15715.40625	8263.03125	80959.67857142857	56771.96428571428	15728.357142857143	8409.285714285714	200414589.0625
w0-p200	B2	9	0	200	32	52.84375	81945.4375	80771.5	57337.5	15741.25	7640.25	81700	59437	15635	6565	57620.59375	16392.4375	7879.5625	82113.14285714286	57661.03571428572	16485.464285714286	7913.75	200379077.4375
w0-p200	A2	1	0	200	32	49.46875	83388.875	86672	61443.25	17655	7526.25	85125	61260	17837	5980	57125.34375	18235.8125	7978.25	82919.85714285714	56508.5	18318.785714285714	8042.821428571428	200379160.375
w0-p200	A2	2	0	200	32	50.8125	82105.25	82341.5	56394.75	18431.75	7463.75	86714	60183	19776	6696	55779.75	18517.5625	7757.125	82071.5	55691.892857142855	18529.821428571428	7799.035714285715	200392726.9375
w0-p200	A2	3	0	200	32	61.34375	85033.6875	85356.25	56094.5	21698	7496.25	82120	57966	17720	6363	57534.21875	19240.59375	8197.53125	84987.60714285714	57739.892857142855	18889.535714285714	8297.714285714286	200400483.875
w0-p200	A2	4	0	200	32	49.84375	83434.8125	82572.25	57276.75	17949.75	7296.75	84526	60705	18048	5724	57290.40625	18269.53125	7825.03125	83558.03571428571	57292.357142857145	18315.214285714286	7900.5	200387517.96875
w0-p200	A2	5	0	200	32	48.4375	82806.09375	80167.5	54443	18093.75	7583	76557	52421	18129	5959	56062.71875	18562.90625	8132.03125	83183.03571428571	56294.107142857145	18629.928571428572	8210.464285714286	200392440.59375
w0-p200	A2	6	0	200	32	56.09375	82380.25	80018.5	54677.25	17748.5	7531.75	80107	56171	17775	6104	56167.3125	17966.46875	8190.375	82717.64285714286	56380.17857142857	17997.60714285714	8284.464285714286	200394658.53125
w0-p200	A2	7	0	200	32	47.8125	81264.34375	80352	54781.75	18003.5	7519.25	80831	56616	17800	6368	55053.8125	18018.15625	8144.5625	81394.67857142857	55092.67857142857	18020.25	8233.892857142857	200385533.09375
w0-p200	A2	8	0	200	32	50.6875	82504.375	81582.25	56189.75	17988	7352.75	81870	58559	17629	5632	56763.03125	17843.125	7847.53125	82636.10714285714	56844.92857142857	17822.428571428572	7918.214285714285	200378405.28125
w0-p200	A2	9	0	200	32	49.28125	81823.53125	84247.5	58337.75	18178	7682.5	92055	68098	17818	6093	55834.21875	18008.71875	7931.3125	81477.25	55476.57142857143	17984.535714285714	7966.857142857143	200395006.40625
w16-p0	A1	1	16	0	32	33.65625	30282.875	30448.75	18811.25	9847	1754	31474	19551	10048	1828	18524.4375	9780.21875	1944.5625	30259.178571428572	18483.464285714286	9770.67857142857	1971.7857142857142	34428.21875
w16-p0	A1	2	16	0	32	38.4375	29854.90625	30191	18511.25	9913.25	1728.75	29321	17763	9754	1771	18232.59375	9864.625	1719.25	29806.89285714286	18192.785714285714	9857.67857142857	1717.892857142857	34142.1875
w16-p0	A1	3	16	0	32	32.78125	30339.3125	30328.25	18880.5	9666	1748.5	30497	18939	9803	1722	18835.03125	9689.75	1781.75	30340.89285714286	18828.535714285714	9693.142857142857	1786.5	34775.75
w16-p0	A1	4	16	0	32	33.75	30074	29389.75	17880	9722.5	1746.75	29041	17506	9788	1715	18401.9375	9812	1826.3125	30171.75	18476.5	9824.785714285714	1837.6785714285713	34368.5625
w16-p0	A1	5	16	0	32	35.375	30035.4375	29404.5	17882.5	9686.5	1799.75	28126	16394	9822	1875	18379.21875	9736.8125	1884.03125	30125.571428571428	18450.178571428572	9744	1896.0714285714287	34251.59375
w16-p0	A1	6	16	0	32	35.96875	30015.84375	30067.25	18433.75	9859.75	1740.5	30336	18809	9792	1702	18506.6875	9686.90625	1786.28125	30008.5	18517.10714285714	9662.214285714286	1792.8214285714287	34241.53125
w16-p0	A1	7	16	0	32	36.78125	30472.625	32504.5	20735	9874.25	1851.5	38957	26995	10043	1844	18860.5	9758	1817.34375	30182.35714285714	18592.714285714286	9741.392857142857	1812.4642857142858	34704.53125
w16-p0	A1	8	16	0	32	33.53125	29654.875	29351.75	17693	9763.75	1859	29024	16967	10191	1818	18084.46875	9730.71875	1806.15625	29698.178571428572	18140.39285714286	9726	1798.607142857143	34152.6875
w16-p0	A1	9	16	0	32	36.28125	30219.21875	30423.5	18895.5	9742	1753.5	30824	19291	9729	1770	18611.625	9759.90625	1811.40625	30190.035714285714	18571.071428571428	9762.464285714286	1819.6785714285713	34483.9375
w16-p0	B1	1	16	0	32	32.71875	27965.875	27250	17663	7756.25	1798.25	27103	17332	7750	1988	18544.84375	7588.65625	1799.65625	28068.14285714286	18670.821428571428	7564.714285714285	1799.857142857143	32291.125
w16-p0	B1	2	16	0	32	37.0625	28133.1875	28509	19067.75	7654.5	1748.25	28140	18841	7509	1751	18657.28125	7544.28125	1894.5625	28079.5	18598.64285714286	7528.535714285715	1915.4642857142858	32374.71875
w16-p0	B1	3	16	0	32	32.59375	27498.40625	27078.5	17807.25	7509	1729.5	26628	17367	7560	1668	17928.8125	7686.53125	1850.46875	27558.39285714286	17946.178571428572	7711.892857142857	1867.75	31773.90625
w16-p0	B1	4	16	0	32	33.125	27878.3125	28111.75	18704.5	7586.5	1787.25	30043	20545	7600	1866	18368.40625	7600.84375	1875.9375	27844.964285714286	18320.39285714286	7602.892857142857	1888.607142857143	32108.28125
w16-p0	B1	5	16	0	32	33	28429.75	30775.75	21252	7662.75	1828	29189	19809	7615	1732	18842.875	7751.9375	1801.9375	28094.60714285714	18498.714285714286	7764.678571428572	1798.2142857142858	32712.03125
w16-p0	B1	6	16	0	32	33.53125	27280.78125	28268.75	18906	7512.75	1817.75	30204	20886	7505	1781	17841.75	7509.21875	1896.28125	27139.64285714286	17689.714285714286	7508.714285714285	1907.5	31683.96875
w16-p0	B1	7	16	0	32	32.96875	27531.4375	28244	18803.25	7608.5	1800	29945	20616	7488	1809	18026.8125	7598.90625	1872.75	27429.64285714286	17915.89285714286	7597.535714285715	1883.142857142857	31759.96875
w16-p0	B1	8	16	0	32	33.59375	28331.59375	31331.75	21857	7570.75	1866	37823	28212	7600	1957	18915.65625	7549.875	1832.46875	27903	18495.464285714286	7546.892857142857	1827.6785714285713	32813.03125
w16-p0	B1	9	16	0	32	32.75	28180.96875	27548	18242.5	7506.75	1766.25	28154	18867	7556	1698	18698.96875	7595.875	1853.375	28271.39285714286	18764.178571428572	7608.607142857143	1865.8214285714287	32431.125
w16-p0	B2	1	16	0	32	32.84375	28128.21875	28374.25	18062.25	7510.5	2769	25545	16340	7453	1719	18582.5	7532.84375	1980.03125	28093.071428571428	18656.821428571428	7536.035714285715	1867.3214285714287	32323.40625
w16-p0	B2	2	16	0	32	33.21875	28660.6875	28268.75	18890.75	7540	1800.75	27476	18284	7445	1698	19186.4375	7533.1875	1907.84375	28716.678571428572	19228.678571428572	7532.214285714285	1923.142857142857	33004.5
w16-p0	B2	3	16	0	32	32.65625	27871.21875	27659.5	18383.25	7496	1747.25	25438	16136	7495	1773	18375.75	7652.3125	1810.5	27901.464285714286	18374.678571428572	7674.642857142857	1819.5357142857142	32199.90625
w16-p0	B2	4	16	0	32	33.1875	29269.90625	28939.75	19502	7579.5	1825.5	26893	17553	7510	1798	19634.625	7657.46875	1944.625	29317.071428571428	19653.571428571428	7668.607142857143	1961.642857142857	33551.3125
w16-p0	B2	5	16	0	32	33.09375	27683.53125	28690.5	19257.75	7546	1850.75	26050	16696	7421	1899	18353.6875	7514.59375	1782.15625	27539.678571428572	18224.535714285714	7510.107142857143	1772.357142857143	31941.21875
w16-p0	B2	6	16	0	32	32.625	28338.09375	28153.25	18764.75	7483.5	1871.75	26559	16980	7395	2151	18801.25	7515.03125	1989.1875	28364.5	18806.464285714286	7519.535714285715	2005.9642857142858	32649.78125
w16-p0	B2	7	16	0	32	38.65625	27688.25	27194	17809	7645	1700	26421	16986	7740	1657	18360.03125	7580.9375	1708.625	27758.85714285714	18438.75	7571.785714285715	1709.857142857143	31930.96875
w16-p0	B2	8	16	0	32	34.375	28721.03125	28089.75	18715.5	7579.5	1761.75	27162	17868	7480	1782	19126.09375	7543.6875	2016.875	28811.214285714286	19184.75	7538.571428571428	2053.3214285714284	32953.4375
w16-p0	B2	9	16	0	32	32.84375	28403.84375	28472.75	19143.25	7490	1807.5	26786	17360	7492	1903	18941.375	7633.96875	1795.65625	28394	18912.535714285714	7654.535714285715	1793.9642857142858	32595.625
w16-p0	A2	1	16	0	32	37.15625	30225.5	28464.5	17063	9569.5	1796.25	27007	15854	9390	1730	18650.4375	9719.6875	1818.21875	30477.071428571428	18877.214285714286	9741.142857142857	1821.357142857143	34590.96875
w16-p0	A2	2	16	0	32	33.09375	30733.125	29699.25	17919.25	9842.5	1904.5	28831	17256	9806	1736	19051.75	9771.09375	1877.1875	30880.821428571428	19213.535714285714	9760.892857142857	1873.2857142857142	35195.71875
w16-p0	A2	3	16	0	32	32.75	30075	29540.5	18007.75	9735	1765.5	29147	17469	9962	1684	18567.84375	9673.15625	1801.25	30151.35714285714	18647.85714285714	9664.32142857143	1806.357142857143	34299.1875
w16-p0	A2	4	16	0	32	32.78125	30652.375	29875	18195.25	9805.75	1841.75	29390	17983	9638	1736	19031.9375	9762.3125	1825.34375	30763.428571428572	19151.464285714286	9756.107142857143	1823	34818.71875
w16-p0	A2	5	16	0	32	38.34375	30653.1875	29863.75	18245.75	9769.75	1811.5	28656	16912	9825	1886	19021.09375	9743.625	1850.125	30765.964285714286	19131.85714285714	9739.892857142857	1855.642857142857	35020.34375
w16-p0	A2	6	16	0	32	33.0625	31116.84375	32045	19276.75	10840	1895.75	33479	17535	14003	1909	19292.875	9932.46875	1858.4375	30984.25	19295.178571428572	9802.82142857143	1853.107142857143	35353.8125
w16-p0	A2	7	16	0	32	32.625	30525.21875	29868.25	18303.5	9722.25	1809.75	28374	17022	9590	1729	18929.875	9755.15625	1807.5625	30619.071428571428	19019.35714285714	9759.857142857143	1807.25	34853.21875
w16-p0	A2	8	16	0	32	32.65625	31196.8125	30459.75	18731.5	9762.75	1932.5	29598	17947	9809	1809	19315.6875	9834.46875	2014	31302.10714285714	19399.14285714286	9844.714285714286	2025.642857142857	35563.46875
w16-p0	A2	9	16	0	32	33.28125	30130.25	31551.25	20077	9596	1842.75	28002	16752	9391	1826	18614.3125	9668.25	1814.40625	29927.25	18405.35714285714	9678.57142857143	1810.357142857143	34358.28125
w16-p50	A1	1	16	50	32	60.875	82730.09375	82270.5	56321.25	18041.75	7844.5	81370	55498	18052	7764	55858.375	17926.59375	8884.25	82795.75	55792.25	17910.14285714286	9032.785714285714	50368387.75
w16-p50	A1	2	16	50	32	50.125	83378.125	85027.5	58797	18210.75	7971.25	82189	56054	18342	7746	57311.40625	18128.5625	7888.03125	83142.5	57099.17857142857	18116.821428571428	7876.142857142857	50372175.28125
w16-p50	A1	3	16	50	32	50.15625	82090.15625	78919.75	53597.5	17799.25	7474.5	82657	56686	18171	7756	56346.21875	18054.59375	7639.1875	82543.07142857143	56738.892857142855	18091.071428571428	7662.714285714285	50353562.75
w16-p50	A1	4	16	50	32	48.4375	83562.4375	82884.5	57001	17944.25	7892	81917	56574	17642	7653	56881.5	18315.40625	8317.09375	83659.28571428571	56864.42857142857	18368.428571428572	8377.82142857143	50368223.5625
w16-p50	A1	5	16	50	32	63.03125	80673.3125	81199	54940.75	18022	8170.25	79521	53525	17659	8263	54201.0625	18112.0625	8297.15625	80598.21428571429	54095.392857142855	18124.928571428572	8315.285714285714	50362882.8125
w16-p50	A1	6	16	50	32	50.3125	80699.125	80397.5	54485	17831	8030.75	80148	54293	17945	7857	54103.28125	18621.53125	7924	80742.21428571429	54048.75	18734.464285714286	7908.75	50363996.625
w16-p50	A1	7	16	50	32	47.09375	83117.3125	84342.25	58723.5	17863	7710.25	81958	56787	17671	7455	56891.8125	18011.6875	8166.71875	82942.32142857143	56630.142857142855	18032.928571428572	8231.92857142857	50362661.6875
w16-p50	A1	8	16	50	32	62.78125	82068.25	84161.5	55884.5	20519	7694.75	80657	55275	17509	7816	55751.28125	18501.75	7752.4375	81769.21428571429	55732.25	18213.571428571428	7760.678571428572	50362271.78125
w16-p50	A1	9	16	50	32	49.46875	82663.3125	84140.5	55672	20507.25	7911.5	81301	56054	17429	7767	56480.75	18233.34375	7899.75	82452.28571428571	56596.28571428572	17908.5	7898.071428571428	50369978.59375
w16-p50	B1	1	16	50	32	53.21875	80565	82653.5	58631.5	15913.5	8054.5	79400	55337	16074	7938	56599.75	15810.65625	8101.375	80266.64285714286	56309.5	15795.964285714286	8108.071428571428	50363250.09375
w16-p50	B1	2	16	50	32	47.375	78071.5	75826.5	52470.5	15376	7929.5	79896	56141	15466	8240	53297.1875	16020.03125	8706.90625	78392.21428571429	53415.28571428572	16112.035714285714	8817.964285714286	50340304.53125
w16-p50	B1	3	16	50	32	56.34375	79156.28125	79690.25	55882.25	15807.25	7943	79052	55357	15675	7964	55491.21875	15628.4375	7980.28125	79080	55435.357142857145	15602.892857142857	7985.607142857143	50359068.40625
w16-p50	B1	4	16	50	32	65.46875	80211.3125	83503.25	59020.5	15803.5	8614.25	86515	60413	16112	9916	55804.25	15728.21875	8613.375	79741.03571428571	55344.78571428572	15717.464285714286	8613.25	50352363.28125
w16-p50	B1	5	16	50	32	50	80305.15625	80691.5	56368.5	15914.25	8358.75	82834	58547	15559	8679	56122.25	15925.8125	8207.09375	80249.96428571429	56087.07142857143	15927.464285714286	8185.428571428572	50365311.46875
w16-p50	B1	6	16	50	32	58.03125	80603.125	81428	57245.5	15918	8204.5	79171	54843	15918	8354	55898.5625	15817.625	8828.90625	80485.28571428571	55706.142857142855	15803.285714285714	8918.107142857143	50355388.8125
w16-p50	B1	7	16	50	32	54.90625	81565.65625	81934.25	57818.25	15729.5	8331	80436	56911	15783	7686	57339.40625	16097.78125	8073.5625	81513	57271	16150.392857142857	8036.785714285715	50369243.84375
w16-p50	B1	8	16	50	32	64.125	79878.875	79063	55287	15721.75	7993	79247	55338	15579	8274	55680.3125	16178.96875	7955.46875	79995.42857142857	55736.5	16244.285714285714	7950.107142857143	50370022.96875
w16-p50	B1	9	16	50	32	66.09375	81130.71875	80609	56948.75	15561	8034	81452	57965	15806	7619	56379.8125	16512.34375	8172.46875	81205.25	56298.53571428572	16648.25	8192.25	50365496.78125
w16-p50	B2	1	16	50	32	55.5625	81220.0625	80610	56781.75	15872.75	7897.25	80837	57041	15842	7897	56838.0625	15682.625	8643.8125	81307.21428571429	56846.107142857145	15655.464285714286	8750.464285714286	50370414.5625
w16-p50	B2	2	16	50	32	53.40625	81266.0625	82931.75	56204	18502.25	8173.5	80888	56815	15722	8292	57314.46875	15896.5625	8001.625	81028.10714285714	57473.107142857145	15524.32142857143	7977.071428571428	50349643.28125
w16-p50	B2	3	16	50	32	49.15625	81937.96875	83189	56909.75	18430.5	7800.5	90752	56079	26892	7731	57517.46875	16360.34375	8011	81759.25	57604.28571428572	16064.607142857143	8041.071428571428	50353407.09375
w16-p50	B2	4	16	50	32	54.125	78701.59375	75695.5	52568.5	15578.75	7495.75	65648	43118	15716	6756	54725.71875	15789.03125	8132.71875	79131.03571428571	55033.892857142855	15819.07142857143	8223.714285714286	50331561.4375
w16-p50	B2	5	16	50	32	55.28125	79167.9375	71502.25	49410.5	14990.75	7045.5	48453	30870	13014	4508	55725.625	15696.8125	7690.21875	80263.03571428571	56627.78571428572	15797.67857142857	7782.321428571428	50364462.78125
w16-p50	B2	6	16	50	32	55.8125	80825.90625	83717	59074.25	16279.75	8303	78606	54698	15811	8040	56826.46875	15858.3125	8085.3125	80412.89285714286	56505.357142857145	15798.107142857143	8054.214285714285	50371846.71875
w16-p50	B2	7	16	50	32	55.65625	80575.15625	80014.5	56231.75	15800	7930	80393	55992	16427	7926	56872.34375	15731.1875	7915.96875	80655.25	56963.857142857145	15721.357142857143	7913.964285714285	50370976.8125
w16-p50	B2	8	16	50	32	51.5	78742.96875	76363.75	53083.75	15626	7605.75	67929	45272	15244	7363	54542.0625	15699.78125	8449.625	79082.85714285714	54750.392857142855	15710.32142857143	8570.17857142857	50362449.4375
w16-p50	B2	9	16	50	32	54.875	80421.21875	81217.75	57034.25	15972.75	8157.75	78685	55351	15286	7999	56138.75	16140.03125	8087.5625	80307.42857142857	56010.82142857143	16163.92857142857	8077.535714285715	50364695.25
w16-p50	A2	1	16	50	32	64.65625	81647.5625	81302.25	55442.25	17792.5	8004.25	81954	55951	17738	8203	55714.8125	17867.875	8000.21875	81696.89285714286	55753.75	17878.64285714286	7999.642857142857	50370867.0625
w16-p50	A2	2	16	50	32	49	80251.15625	82013.75	56246	17985.5	7731.5	79172	53902	17617	7603	54019.5	17977.25	8205.40625	79999.35714285714	53701.42857142857	17976.071428571428	8273.107142857143	50352492.09375
w16-p50	A2	3	16	50	32	48.53125	81405.625	82950.75	57223.5	17750.25	7929	80020	54273	18055	7644	55151.6875	17891	8314.40625	81184.89285714286	54855.71428571428	17911.10714285714	8369.464285714286	50364297.5
w16-p50	A2	4	16	50	32	49.875	81076.15625	81230.25	55049.25	18085	8044.25	82579	56150	18503	7871	54852.125	18269.65625	7904.5	81054.14285714286	54823.96428571428	18296.035714285714	7884.535714285715	50357019.65625
w16-p50	A2	5	16	50	32	64.3125	81318.53125	82507.25	56082.5	18372.75	7987.75	79826	53908	17671	8176	54485.6875	18817.625	7950.90625	81148.71428571429	54257.57142857143	18881.178571428572	7945.642857142857	50359697.78125
w16-p50	A2	6	16	50	32	50.9375	81110.78125	82852.25	56969	17798.75	8033.5	80589	54996	17830	7707	54942.9375	18176.65625	7940.25	80862	54653.5	18230.64285714286	7926.928571428572	50359400.375
w16-p50	A2	7	16	50	32	49.5625	79786.625	83890.5	57892.75	18054	7894.25	89885	63589	18171	8076	54122.625	17812.09375	7802.34375	79200.35714285714	53584.03571428572	17777.535714285714	7789.214285714285	50353322.9375
