role	point_label	kernel	n	mean_iteration_ns_per_page	sd	cv_pct	values	semantic_failures
baseline	baseline-a	7.1.3-mprotect-pv3-full-89e613bc0b2d	15	56.933333	0.457738	0.803989	56 57 56 57 57 57 57 57 58 57 57 57 57 57 57	0
