role	point_label	kernel	n	mean_iteration_ns_per_page	sd	cv_pct	values	semantic_failures
parent	parent-b	7.1.3-mprotect-pv3-base-19999e479c2a	15	54.266667	0.593617	1.093889	53 54 54 54 54 54 55 54 55 54 55 54 55 55 54	0
