profile	source_lines	source_sha256	execution_order	actual_preempt	parent_a_ns_per_install	child_ns_per_install	parent_b_ns_per_install	parent_midpoint_ns_per_install	child_vs_midpoint_percent	drop_first_percent	parent_drift_percent	max_cv_percent	measured_rows	semantic_pass	formal_control_drift_gate_percent	formal_control_drift_pass	smoke_trace_operations	io_msg_ring_hits	io_msg_install_complete_hits	fixed_fd_install_hits
F0	422	064d26197b1a9cc5e14bb7d648255c3403becb0d4278703b3f8b035a2398d1fe	parent-a,child,parent-b	full	101.239225	114.010352	103.917269	102.578247	11.144765	11.146813	2.645263	1.775680	45	1	2.000000	0	256	256	256	256
