role	point_label	kernel	n	mean_iteration_ns_per_page	sd	cv_pct	values	semantic_failures
fastpath	fastpath-a	6.16.0-rc5-mprotect-cac-v-ptefastpath0	15	46.800000	0.414039	0.884699	46 47 47 47 47 47 46 47 47 46 47 47 47 47 47	0
