role	point_label	kernel	n	mean_mprotect_ns_per_page	mean_protect_ns_per_page	mean_restore_ns_per_page	mean_touch_ns_per_page	mean_iteration_ns_per_page	sd_mprotect	cv_mprotect_pct	values_mprotect	semantic_failures
candidate	large-candidate	7.1.3-mprotect-hint-one-000000000000	15	38.133333	19.133333	19.000000	11.466667	50.600000	0.351866	0.922725	38 39 38 38 39 38 38 38 38 38 38 38 38 38 38	0
