experiment	arm	metric	contrast	min_change_percent	max_change_percent	min_drop_first_percent	max_drop_first_percent	max_cv_percent	old_drift_percent	new_drift_percent	stability_pass	signal_direction	signal_pass
exact-r2	original-cb1	remove_ns	notify-over-guard	37.791510971660244	39.094972836984624	37.63256496502756	39.143274419665474	0.6351767925377788	-0.6979773017153246	-0.24080553308578612	True	slower	True
exact-r2	original-cb1	remove_ns	notify-over-base	46.67528816955464	47.87888978297683	46.6088821854328	48.01632032419649	0.6275510456002265	0.5778076696732137	-0.24080553308578612	True	slower	True
exact-r2	control-scx	create_ns	guard-over-base	-0.5701913384852042	1.3942734312155425	-0.12076339427368188	1.6529137086558343	1.1620602024631466	-0.524471402382598	1.4408966699087644	True	slower	False
exact-r2	control-scx	create_ns	notify-over-guard	-0.9246965497013426	1.1569264971516002	-0.9487615847775022	0.8422678617807877	1.9773248705331246	1.4408966699087644	0.6507776926148345	True	slower	False
exact-r2	control-scx	create_ns	notify-over-base	-0.07018249659587195	1.1104337739563874	0.12105838882456865	1.2912959573275096	1.9773248705331246	-0.524471402382598	0.6507776926148345	True	slower	False
exact-r2	control-scx	remove_ns	guard-over-base	6.016451964113068	6.954272208744716	5.784934405871844	6.896253555582388	0.6683210301579933	0.5392603913963345	-0.3423103194147403	True	slower	True
exact-r2	control-scx	remove_ns	notify-over-guard	38.06048118922223	39.0579890675147	38.05368543157031	39.08017355088176	2.688690389897358	-0.3423103194147403	0.3777315762278022	True	slower	True
exact-r2	control-scx	remove_ns	notify-over-base	46.869573427317235	48.219347288257985	46.79674989054205	47.90508118767409	2.688690389897358	0.5392603913963345	0.3777315762278022	True	slower	True
exact-r2	control-disabled	create_ns	guard-over-base	-0.06933074202751799	1.1949893199733053	-0.15187235038439661	1.1124072383607686	1.2708130466972383	-0.4444193004953356	0.815155151443836	True	slower	False
exact-r2	control-disabled	create_ns	notify-over-guard	-0.4327267695643733	0.6781735640337017	-0.5752633284436537	0.6810426720019302	1.2708130466972383	0.815155151443836	0.29814291027734363	True	slower	False
exact-r2	control-disabled	create_ns	notify-over-base	0.309307550432103	1.0574916366718368	0.14509332428478405	0.9152623897434209	0.8781625056454248	-0.4444193004953356	0.29814291027734363	True	slower	False
exact-r2	control-disabled	remove_ns	guard-over-base	6.04723753533718	6.947140331321822	5.9030374864685875	7.071801165817515	0.831033913237533	0.35769881231502154	-0.4867573693088989	True	slower	True
exact-r2	control-disabled	remove_ns	notify-over-guard	37.331954150016514	38.081232619451775	37.279491263811515	38.17477804968033	0.831033913237533	-0.4867573693088989	0.05618349677252166	True	slower	True
exact-r2	control-disabled	remove_ns	notify-over-base	46.349108700907934	46.95511588576699	46.17088161425762	47.14892558676858	0.6909358639521238	0.35769881231502154	0.05618349677252166	True	slower	True
