role	point_label	kernel	n	mean_iteration_ns_per_page	sd	cv_pct	values	semantic_failures
parent	parent-a	7.1.3-mprotect-pv3-base-19999e479c2a	15	55.333333	0.617213	1.115446	54 55 55 55 56 56 55 56 55 55 56 55 56 55 56	0
