role	point_label	kernel	n	mean_iteration_ns_per_page	sd	cv_pct	values	semantic_failures
baseline	baseline-b	7.1.3-mprotect-pv3-full-89e613bc0b2d	15	57.133333	0.516398	0.903847	56 58 58 57 57 57 57 57 57 57 57 57 57 57 58	0
