pair	slot	schema_version	kernel_release	boot_id	run_mode	profile	phase	round	events	successful_events	setup_count	close_count	mmap_count	munmap_count	nop_count	validation_failures	cleanup_failures	sq_dropped	cq_overflow	outstanding	timed_ns	ns_per_event	cpu	semantic_pass	sq_entries	cq_entries	features	single_mmap	ring_bytes	sqes_bytes	user_ring_addr_ok	user_sqes_addr_ok	trace_enabled	input_sha256	target_sha256
cq	parent-a	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	9f629208-f86f-4a49-961e-343c67f78175	point	l0_standard_lifecycle	measured	10	512	512	512	512	1024	1024	512	0	0	0	0	0	4543272	8873.578125	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-a	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	9f629208-f86f-4a49-961e-343c67f78175	point	l0_standard_lifecycle	measured	11	512	512	512	512	1024	1024	512	0	0	0	0	0	4562580	8911.289062	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-a	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	9f629208-f86f-4a49-961e-343c67f78175	point	l0_standard_lifecycle	measured	12	512	512	512	512	1024	1024	512	0	0	0	0	0	4405195	8603.896484	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-a	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	9f629208-f86f-4a49-961e-343c67f78175	point	l0_standard_lifecycle	measured	13	512	512	512	512	1024	1024	512	0	0	0	0	0	4468977	8728.470703	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-a	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	9f629208-f86f-4a49-961e-343c67f78175	point	l0_standard_lifecycle	measured	14	512	512	512	512	1024	1024	512	0	0	0	0	0	4406414	8606.277344	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	0	512	512	512	512	1024	1024	512	0	0	0	0	0	4810959	9396.404297	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	1	512	512	512	512	1024	1024	512	0	0	0	0	0	4792329	9360.017578	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	2	512	512	512	512	1024	1024	512	0	0	0	0	0	4718588	9215.992188	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	3	512	512	512	512	1024	1024	512	0	0	0	0	0	4681995	9144.521484	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	4	512	512	512	512	1024	1024	512	0	0	0	0	0	4662661	9106.759766	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	5	512	512	512	512	1024	1024	512	0	0	0	0	0	4685571	9151.505859	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	6	512	512	512	512	1024	1024	512	0	0	0	0	0	4678520	9137.734375	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	7	512	512	512	512	1024	1024	512	0	0	0	0	0	4611992	9007.796875	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	8	512	512	512	512	1024	1024	512	0	0	0	0	0	4650457	9082.923828	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	9	512	512	512	512	1024	1024	512	0	0	0	0	0	4637513	9057.642578	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	10	512	512	512	512	1024	1024	512	0	0	0	0	0	4776283	9328.677734	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	11	512	512	512	512	1024	1024	512	0	0	0	0	0	4707187	9193.724609	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	12	512	512	512	512	1024	1024	512	0	0	0	0	0	4778595	9333.193359	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	13	512	512	512	512	1024	1024	512	0	0	0	0	0	4641716	9065.851562	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	child	1	6.13.0-rc4-iommcq-bad-81a4058e0cd0-xxxxxxxxxxxx+	d6a32b86-7052-4796-b240-42600376de6b	point	l0_standard_lifecycle	measured	14	512	512	512	512	1024	1024	512	0	0	0	0	0	4482734	8755.339844	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	0	512	512	512	512	1024	1024	512	0	0	0	0	0	4603163	8990.552734	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	1	512	512	512	512	1024	1024	512	0	0	0	0	0	4720009	9218.767578	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	2	512	512	512	512	1024	1024	512	0	0	0	0	0	4663754	9108.894531	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	3	512	512	512	512	1024	1024	512	0	0	0	0	0	4594740	8974.101562	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	4	512	512	512	512	1024	1024	512	0	0	0	0	0	4675573	9131.978516	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	5	512	512	512	512	1024	1024	512	0	0	0	0	0	4588592	8962.093750	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	6	512	512	512	512	1024	1024	512	0	0	0	0	0	4650301	9082.619141	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	7	512	512	512	512	1024	1024	512	0	0	0	0	0	4626471	9036.076172	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	8	512	512	512	512	1024	1024	512	0	0	0	0	0	4619874	9023.191406	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	9	512	512	512	512	1024	1024	512	0	0	0	0	0	4582094	8949.402344	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	10	512	512	512	512	1024	1024	512	0	0	0	0	0	4516561	8821.408203	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	11	512	512	512	512	1024	1024	512	0	0	0	0	0	4378226	8551.222656	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	12	512	512	512	512	1024	1024	512	0	0	0	0	0	4401254	8596.199219	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	13	512	512	512	512	1024	1024	512	0	0	0	0	0	4538806	8864.855469	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
cq	parent-b	1	6.13.0-rc4-iommcq-good-8078486e1d53-xxxxxxxxxxx+	da942219-1849-421e-9a3b-6f6a472240e2	point	l0_standard_lifecycle	measured	14	512	512	512	512	1024	1024	512	0	0	0	0	0	4376937	8548.705078	2	true	64	128	0xffff	true	4096	4096	true	true	false	809954870327de3d5c0d6093dd8089e1ce74b45528e5b6f40e904d28988d4665	b688f6bc0d9403aac283c855108a3083739781a62ba8d7be2fc3b6da48a057a9
