role	point_label	kernel	n	mean_iteration_ns_per_page	sd	cv_pct	values	semantic_failures
candidate	candidate	7.1.3-mprotect-hint-one-000000000000	15	47.133333	0.516398	1.095611	46 48 47 47 47 47 47 47 47 48 48 47 47 47 47	0
